id,time,temp1,temp2,humid1,humid2,airquality
236,2024-11-10 15:48:45,28.5,28.5,95.0,94.0,35.2
237,2024-11-10 15:48:45,28.5,28.5,95.0,94.0,35.2
238,2024-11-10 15:48:45,28.5,28.5,95.0,94.0,35.2
239,2024-11-10 15:48:45,28.5,28.5,95.0,94.0,34.8
240,2024-11-10 15:48:45,28.5,28.5,95.0,94.0,34.8
241,2024-11-10 15:48:50,28.5,28.5,95.0,94.0,34.8
242,2024-11-10 15:48:50,28.5,28.5,95.0,94.0,34.8
243,2024-11-10 15:48:50,28.5,28.5,95.0,94.0,34.8
244,2024-11-10 15:48:50,28.5,28.5,95.0,94.0,34.8
245,2024-11-10 15:48:50,28.5,28.5,95.0,94.0,34.8
246,2024-11-10 15:48:50,28.5,28.5,95.0,94.0,34.8
247,2024-11-10 15:48:50,28.5,28.5,95.0,94.0,34.8
248,2024-11-10 15:48:50,28.5,28.5,95.0,94.0,34.8
249,2024-11-10 15:48:50,28.5,28.5,95.0,94.0,34.5
250,2024-11-10 15:48:50,28.5,28.5,95.0,94.0,34.5
251,2024-11-10 15:48:55,28.5,28.5,95.0,94.0,34.5
252,2024-11-10 15:48:55,28.5,28.5,95.0,94.0,34.5
253,2024-11-10 15:48:55,28.5,28.5,95.0,94.0,34.5
254,2024-11-10 15:48:55,28.5,28.5,95.0,94.0,34.5
255,2024-11-10 15:48:55,28.5,28.5,95.0,94.0,34.5
256,2024-11-10 15:48:55,28.5,28.5,95.0,94.0,34.5
257,2024-11-10 15:48:55,28.5,28.5,95.0,94.0,34.5
258,2024-11-10 15:48:55,28.5,28.5,95.0,94.0,34.5
259,2024-11-10 15:48:55,28.5,28.5,95.0,94.0,34.0
260,2024-11-10 15:48:55,28.5,28.5,95.0,94.0,34.0
261,2024-11-10 15:49:00,28.5,28.5,95.0,94.0,34.0
262,2024-11-10 15:49:00,28.5,28.5,95.0,94.0,34.0
263,2024-11-10 15:49:00,28.5,28.5,95.0,94.0,34.0
264,2024-11-10 15:49:00,28.5,28.5,95.0,94.0,34.0
265,2024-11-10 15:49:00,28.5,28.5,95.0,94.0,34.0
266,2024-11-10 15:49:00,28.5,28.5,95.0,94.0,34.0
267,2024-11-10 15:49:00,28.5,28.5,95.0,94.0,34.0
268,2024-11-10 15:49:00,28.5,28.5,95.0,94.0,34.0
269,2024-11-10 15:49:00,28.5,28.5,95.0,94.0,34.2
270,2024-11-10 15:49:00,28.5,28.5,95.0,94.0,34.2
271,2024-11-10 15:49:05,28.5,28.5,95.0,94.0,34.2
272,2024-11-10 15:49:05,28.5,28.5,95.0,94.0,34.2
273,2024-11-10 15:49:05,28.5,28.5,95.0,94.0,34.2
274,2024-11-10 15:49:05,28.5,28.5,95.0,94.0,34.2
275,2024-11-10 15:49:05,28.5,28.5,95.0,94.0,34.2
276,2024-11-10 15:49:05,28.5,28.5,95.0,94.0,34.2
277,2024-11-10 15:49:05,28.5,28.5,95.0,93.0,34.2
278,2024-11-10 15:49:05,28.5,28.5,95.0,93.0,34.2
279,2024-11-10 15:49:06,28.5,28.5,95.0,93.0,34.5
280,2024-11-10 15:49:06,28.5,28.5,95.0,93.0,34.5
281,2024-11-10 15:49:10,28.5,28.5,95.0,93.0,34.5
282,2024-11-10 15:49:10,28.5,28.5,95.0,93.0,34.5
283,2024-11-10 15:49:10,28.5,28.5,95.0,93.0,34.5
284,2024-11-10 15:49:10,28.5,28.5,95.0,93.0,34.5
285,2024-11-10 15:49:10,28.5,28.5,95.0,93.0,34.5
286,2024-11-10 15:49:10,28.5,28.5,95.0,93.0,34.5
287,2024-11-10 15:49:11,28.5,28.5,95.0,93.0,34.5
288,2024-11-10 15:49:11,28.5,28.5,95.0,93.0,34.5
289,2024-11-10 15:49:11,28.5,28.5,95.0,93.0,34.1
290,2024-11-10 15:49:11,28.5,28.5,95.0,93.0,34.1
291,2024-11-10 15:49:15,28.5,28.5,95.0,93.0,34.1
292,2024-11-10 15:49:15,28.5,28.5,95.0,93.0,34.1
293,2024-11-10 15:49:15,28.5,28.5,95.0,93.0,34.1
294,2024-11-10 15:49:15,28.5,28.5,95.0,93.0,34.1
295,2024-11-10 15:49:16,28.5,28.5,95.0,93.0,34.1
296,2024-11-10 15:49:16,28.5,28.5,95.0,93.0,34.1
297,2024-11-10 15:49:16,28.5,28.5,95.0,93.0,34.1
298,2024-11-10 15:49:16,28.5,28.5,95.0,93.0,34.1
299,2024-11-10 15:49:16,28.5,28.5,95.0,93.0,34.0
300,2024-11-10 15:49:16,28.5,28.5,95.0,93.0,34.0
301,2024-11-10 15:49:20,28.5,28.5,95.0,93.0,34.0
302,2024-11-10 15:49:20,28.5,28.5,95.0,93.0,34.0
303,2024-11-10 15:49:20,28.5,28.5,95.0,93.0,34.0
304,2024-11-10 15:49:20,28.5,28.5,95.0,93.0,34.0
305,2024-11-10 15:49:21,28.5,28.5,95.0,93.0,34.0
306,2024-11-10 15:49:21,28.5,28.5,95.0,93.0,34.0
307,2024-11-10 15:49:21,28.5,28.5,95.0,93.0,34.0
308,2024-11-10 15:49:21,28.5,28.5,95.0,93.0,34.0
309,2024-11-10 15:49:21,28.5,28.5,95.0,93.0,34.5
310,2024-11-10 15:49:21,28.5,28.5,95.0,93.0,34.5
311,2024-11-10 15:49:25,28.5,28.5,95.0,93.0,34.5
312,2024-11-10 15:49:25,28.5,28.5,95.0,93.0,34.5
313,2024-11-10 15:49:25,28.5,28.5,95.0,93.0,34.5
314,2024-11-10 15:49:25,28.5,28.5,95.0,93.0,34.5
315,2024-11-10 15:49:26,28.5,28.5,95.0,93.0,34.5
316,2024-11-10 15:49:26,28.5,28.5,95.0,93.0,34.5
317,2024-11-10 15:49:26,28.5,28.5,95.0,93.0,34.5
318,2024-11-10 15:49:26,28.5,28.5,95.0,93.0,34.5
319,2024-11-10 15:49:26,28.5,28.5,95.0,93.0,33.3
320,2024-11-10 15:49:26,28.5,28.5,95.0,93.0,33.3
321,2024-11-10 15:49:30,28.5,28.5,95.0,93.0,33.3
322,2024-11-10 15:49:30,28.5,28.5,95.0,93.0,33.3
323,2024-11-10 15:49:30,28.5,28.5,95.0,93.0,33.3
324,2024-11-10 15:49:30,28.5,28.5,95.0,93.0,33.3
325,2024-11-10 15:49:31,28.5,28.5,95.0,93.0,33.3
326,2024-11-10 15:49:31,28.5,28.5,95.0,93.0,33.3
327,2024-11-10 15:49:31,28.5,28.5,95.0,93.0,33.3
328,2024-11-10 15:49:31,28.5,28.5,95.0,93.0,33.3
329,2024-11-10 15:49:31,28.5,28.5,95.0,93.0,34.4
330,2024-11-10 15:49:31,28.5,28.5,95.0,93.0,34.4
331,2024-11-10 15:49:35,28.5,28.5,95.0,93.0,34.4
332,2024-11-10 15:49:35,28.5,28.5,95.0,93.0,34.4
333,2024-11-10 15:49:35,28.5,28.5,95.0,93.0,34.4
334,2024-11-10 15:49:35,28.5,28.5,95.0,93.0,34.4
335,2024-11-10 15:49:36,28.5,28.5,95.0,93.0,34.4
336,2024-11-10 15:49:36,28.5,28.5,95.0,93.0,34.4
337,2024-11-10 15:49:36,28.5,28.5,95.0,93.0,34.4
338,2024-11-10 15:49:36,28.5,28.5,95.0,93.0,34.4
339,2024-11-10 15:49:36,28.5,28.5,95.0,93.0,32.8
340,2024-11-10 15:49:36,28.5,28.5,95.0,93.0,32.8
341,2024-11-10 15:49:40,28.5,28.5,95.0,93.0,32.8
342,2024-11-10 15:49:40,28.5,28.5,95.0,93.0,32.8
343,2024-11-10 15:49:40,28.5,28.5,95.0,93.0,32.8
344,2024-11-10 15:49:40,28.5,28.5,95.0,93.0,32.8
345,2024-11-10 15:49:41,28.5,28.5,95.0,93.0,32.8
346,2024-11-10 15:49:41,28.5,28.5,95.0,93.0,32.8
347,2024-11-10 15:49:41,28.5,28.5,95.0,93.0,32.8
348,2024-11-10 15:49:41,28.5,28.5,95.0,93.0,32.8
349,2024-11-10 15:49:41,28.5,28.5,95.0,93.0,32.2
350,2024-11-10 15:49:41,28.5,28.5,95.0,93.0,32.2
351,2024-11-10 15:49:45,26.03,28.5,95.0,93.0,32.2
352,2024-11-10 15:49:45,26.03,28.5,95.0,93.0,32.2
353,2024-11-10 15:49:45,26.03,28.5,48.85,93.0,32.2
354,2024-11-10 15:49:45,26.03,28.5,48.85,93.0,32.2
355,2024-11-10 15:49:46,26.03,28.5,48.85,93.0,32.2
356,2024-11-10 15:49:46,26.03,28.5,48.85,93.0,32.2
357,2024-11-10 15:49:46,26.03,28.5,48.85,95.0,32.2
358,2024-11-10 15:49:46,26.03,28.5,48.85,95.0,32.2
359,2024-11-10 15:49:46,26.03,28.5,48.85,95.0,32.5
360,2024-11-10 15:49:46,26.03,28.5,48.85,95.0,32.5
361,2024-11-10 15:49:51,22.44,28.5,48.85,95.0,32.5
362,2024-11-10 15:49:51,22.44,28.5,48.85,95.0,32.5
363,2024-11-10 15:49:51,22.44,28.5,50.23,95.0,32.5
364,2024-11-10 15:49:51,22.44,28.5,50.23,95.0,32.5
365,2024-11-10 15:49:51,22.44,28.5,50.23,95.0,32.5
366,2024-11-10 15:49:51,22.44,28.5,50.23,95.0,32.5
367,2024-11-10 15:49:51,22.44,28.5,50.23,93.0,32.5
368,2024-11-10 15:49:51,22.44,28.5,50.23,93.0,32.5
369,2024-11-10 15:49:51,22.44,28.5,50.23,93.0,33.1
370,2024-11-10 15:49:51,22.44,28.5,50.23,93.0,33.1
371,2024-11-10 15:49:56,28.77,28.5,50.23,93.0,33.1
372,2024-11-10 15:49:56,28.77,28.5,50.23,93.0,33.1
373,2024-11-10 15:49:56,28.77,28.5,48.32,93.0,33.1
374,2024-11-10 15:49:56,28.77,28.5,48.32,93.0,33.1
375,2024-11-10 15:49:56,28.77,28.5,48.32,93.0,33.1
376,2024-11-10 15:49:56,28.77,28.5,48.32,93.0,33.1
377,2024-11-10 15:49:56,28.77,28.5,48.32,93.0,33.1
378,2024-11-10 15:49:56,28.77,28.5,48.32,93.0,33.1
379,2024-11-10 15:49:56,28.77,28.5,48.32,93.0,32.6
380,2024-11-10 15:49:56,28.77,28.5,48.32,93.0,32.6
381,2024-11-10 15:50:01,22.55,28.5,48.32,93.0,32.6
382,2024-11-10 15:50:01,22.55,28.5,48.32,93.0,32.6
383,2024-11-10 15:50:01,22.55,28.5,49.0,93.0,32.6
384,2024-11-10 15:50:01,22.55,28.5,49.0,93.0,32.6
385,2024-11-10 15:50:01,22.55,28.5,49.0,93.0,32.6
386,2024-11-10 15:50:01,22.55,28.5,49.0,93.0,32.6
387,2024-11-10 15:50:01,22.55,28.5,49.0,93.0,32.6
388,2024-11-10 15:50:01,22.55,28.5,49.0,93.0,32.6
389,2024-11-10 15:50:01,22.55,28.5,49.0,93.0,31.6
390,2024-11-10 15:50:01,22.55,28.5,49.0,93.0,31.6
391,2024-11-10 15:50:06,20.82,28.5,49.0,93.0,31.6
392,2024-11-10 15:50:06,20.82,28.5,49.0,93.0,31.6
393,2024-11-10 15:50:06,20.82,28.5,49.0,93.0,31.6
394,2024-11-10 15:50:06,20.82,28.5,49.0,93.0,31.6
395,2024-11-10 15:50:06,20.82,28.5,49.0,93.0,31.6
